No.,Name,Type,Abilities,HP,Att,Def,S.Att,S.Def,Spd,Total
#0737,Charjabug (/pokemon/charjabug),bug | electric,Battery (/abilitydex/battery.shtml),57,82,95,55,75,36,400
#0738,Vikavolt (/pokemon/vikavolt),bug | electric,Levitate (/abilitydex/levitate.shtml),77,70,90,145,75,43,500
#0739,Crabrawler (/pokemon/crabrawler),fighting,Hyper Cutter (/abilitydex/hypercutter.shtml) | Iron Fist (/abilitydex/ironfist.shtml) | Anger Point (/abilitydex/angerpoint.shtml),47,82,57,42,47,63,338
#0740,Crabominable (/pokemon/crabominable),fighting | ice,Hyper Cutter (/abilitydex/hypercutter.shtml) | Iron Fist (/abilitydex/ironfist.shtml) | Anger Point (/abilitydex/angerpoint.shtml),97,132,77,62,67,43,478
#0741,Oricorio (/pokemon/oricorio),fire | flying,Dancer (/abilitydex/dancer.shtml),75,70,70,98,70,93,476
#0742,Cutiefly (/pokemon/cutiefly),bug | fairy,Honey Gather (/abilitydex/honeygather.shtml) | Shield Dust (/abilitydex/shielddust.shtml) | Sweet Veil (/abilitydex/sweetveil.shtml),40,45,40,55,40,84,304
#0743,Ribombee (/pokemon/ribombee),bug | fairy,Honey Gather (/abilitydex/honeygather.shtml) | Shield Dust (/abilitydex/shielddust.shtml) | Sweet Veil (/abilitydex/sweetveil.shtml),60,55,60,95,70,124,464
#0744,Rockruff (/pokemon/rockruff),rock,Keen Eye (/abilitydex/keeneye.shtml) | Vital Spirit (/abilitydex/vitalspirit.shtml) | Steadfast (/abilitydex/steadfast.shtml),45,65,40,30,40,60,280
#0745,Lycanroc (/pokemon/lycanroc),rock,Keen Eye (/abilitydex/keeneye.shtml) | Sand Rush (/abilitydex/sandrush.shtml) | Steadfast (/abilitydex/steadfast.shtml),75,115,65,55,65,112,487
#0746,Wishiwashi (/pokemon/wishiwashi),water,Schooling (/abilitydex/schooling.shtml),45,20,20,25,25,40,175
#0747,Mareanie (/pokemon/mareanie),poison | water,Merciless (/abilitydex/merciless.shtml) | Limber (/abilitydex/limber.shtml) | Regenerator (/abilitydex/regenerator.shtml),50,53,62,43,52,45,305
#0748,Toxapex (/pokemon/toxapex),poison | water,Merciless (/abilitydex/merciless.shtml) | Limber (/abilitydex/limber.shtml) | Regenerator (/abilitydex/regenerator.shtml),50,63,152,53,142,35,495
#0749,Mudbray (/pokemon/mudbray),ground,Own Tempo (/abilitydex/owntempo.shtml) | Stamina (/abilitydex/stamina.shtml) | Inner Focus (/abilitydex/innerfocus.shtml),70,100,70,45,55,45,385
#0750,Mudsdale (/pokemon/mudsdale),ground,Own Tempo (/abilitydex/owntempo.shtml) | Stamina (/abilitydex/stamina.shtml) | Inner Focus (/abilitydex/innerfocus.shtml),100,125,100,55,85,35,500
#0751,Dewpider (/pokemon/dewpider),water | bug,Water Bubble (/abilitydex/waterbubble.shtml) | Water Absorb (/abilitydex/waterabsorb.shtml),38,40,52,40,72,27,269
#0752,Araquanid (/pokemon/araquanid),water | bug,Water Bubble (/abilitydex/waterbubble.shtml) | Water Absorb (/abilitydex/waterabsorb.shtml),68,70,92,50,132,42,454
#0753,Fomantis (/pokemon/fomantis),grass,Leaf Guard (/abilitydex/leafguard.shtml) | Contrary (/abilitydex/contrary.shtml),40,55,35,50,35,35,250
#0754,Lurantis (/pokemon/lurantis),grass,Leaf Guard (/abilitydex/leafguard.shtml) | Contrary (/abilitydex/contrary.shtml),70,105,90,80,90,45,480
#0755,Morelull (/pokemon/morelull),grass | fairy,Illuminate (/abilitydex/illuminate.shtml) | Effect Spore (/abilitydex/effectspore.shtml) | Rain Dish (/abilitydex/raindish.shtml),40,35,55,65,75,15,285
#0756,Shiinotic (/pokemon/shiinotic),grass | fairy,Illuminate (/abilitydex/illuminate.shtml) | Effect Spore (/abilitydex/effectspore.shtml) | Rain Dish (/abilitydex/raindish.shtml),60,45,80,90,100,30,405
#0757,Salandit (/pokemon/salandit),poison | fire,Corrosion (/abilitydex/corrosion.shtml) | Oblivious (/abilitydex/oblivious.shtml),48,44,40,71,40,77,320
#0758,Salazzle (/pokemon/salazzle),poison | fire,Corrosion (/abilitydex/corrosion.shtml) | Oblivious (/abilitydex/oblivious.shtml),68,64,60,111,60,117,480
#0759,Stufful (/pokemon/stufful),normal | fighting,Fluffy (/abilitydex/fluffy.shtml) | Klutz (/abilitydex/klutz.shtml) | Cute Charm (/abilitydex/cutecharm.shtml),70,75,50,45,50,50,340
#0760,Bewear (/pokemon/bewear),normal | fighting,Fluffy (/abilitydex/fluffy.shtml) | Klutz (/abilitydex/klutz.shtml) | Unnerve (/abilitydex/unnerve.shtml),120,125,80,55,60,60,500
#0761,Bounsweet (/pokemon/bounsweet),grass,Leaf Guard (/abilitydex/leafguard.shtml) | Oblivious (/abilitydex/oblivious.shtml) | Sweet Veil (/abilitydex/sweetveil.shtml),42,30,38,30,38,32,210
#0762,Steenee (/pokemon/steenee),grass,Leaf Guard (/abilitydex/leafguard.shtml) | Oblivious (/abilitydex/oblivious.shtml) | Sweet Veil (/abilitydex/sweetveil.shtml),52,40,48,40,48,62,290
#0763,Tsareena (/pokemon/tsareena),grass,Leaf Guard (/abilitydex/leafguard.shtml) | Queenly Majesty (/abilitydex/queenlymajesty.shtml) | Sweet Veil (/abilitydex/sweetveil.shtml),72,120,98,50,98,72,510
#0764,Comfey (/pokemon/comfey),fairy,Flower Veil (/abilitydex/flowerveil.shtml) | Triage (/abilitydex/triage.shtml) | Natural Cure (/abilitydex/naturalcure.shtml),51,52,90,82,110,100,485
#0765,Oranguru (/pokemon/oranguru),normal | psychic,Inner Focus (/abilitydex/innerfocus.shtml) | Telepathy (/abilitydex/telepathy.shtml) | Symbiosis (/abilitydex/symbiosis.shtml),90,60,80,90,110,60,490
#0766,Passimian (/pokemon/passimian),fighting,Receiver (/abilitydex/receiver.shtml) | Defiant (/abilitydex/defiant.shtml),100,120,90,40,60,80,490
#0767,Wimpod (/pokemon/wimpod),bug | water,Wimp Out (/abilitydex/wimpout.shtml),25,35,40,20,30,80,230
#0768,Golisopod (/pokemon/golisopod),bug | water,Emergency Exit (/abilitydex/emergencyexit.shtml),75,125,140,60,90,40,530
#0769,Sandygast (/pokemon/sandygast),ghost | ground,Water Compaction (/abilitydex/watercompaction.shtml) | Sand Veil (/abilitydex/sandveil.shtml),55,55,80,70,45,15,320
#0770,Palossand (/pokemon/palossand),ghost | ground,Water Compaction (/abilitydex/watercompaction.shtml) | Sand Veil (/abilitydex/sandveil.shtml),85,75,110,100,75,35,480
#0771,Pyukumuku (/pokemon/pyukumuku),water,Innards Out (/abilitydex/innardsout.shtml) | Unaware (/abilitydex/unaware.shtml),55,60,130,30,130,5,410
#0772,Type: Null (/pokemon/type:null),normal,Battle Armor (/abilitydex/battlearmor.shtml),95,95,95,95,95,59,534
#0773,Silvally (/pokemon/silvally),normal,RKS System (/abilitydex/rkssystem.shtml),95,95,95,95,95,95,570
#0774,Minior (/pokemon/minior),rock | flying,Shields Down (/abilitydex/shieldsdown.shtml),60,60,100,60,100,60,440
#0775,Komala (/pokemon/komala),normal,Comatose (/abilitydex/comatose.shtml),65,115,65,75,95,65,480
#0776,Turtonator (/pokemon/turtonator),fire | dragon,Shell Armor (/abilitydex/shellarmor.shtml),60,78,135,91,85,36,485
#0777,Togedemaru (/pokemon/togedemaru),electric | steel,Iron Barbs (/abilitydex/ironbarbs.shtml) | Lightning Rod (/abilitydex/lightningrod.shtml) | Sturdy (/abilitydex/sturdy.shtml),65,98,63,40,73,96,435
#0778,Mimikyu (/pokemon/mimikyu),ghost | fairy,Disguise (/abilitydex/disguise.shtml),55,90,80,50,105,96,476
#0779,Bruxish (/pokemon/bruxish),water | psychic,Dazzling (/abilitydex/dazzling.shtml) | Strong Jaw (/abilitydex/strongjaw.shtml) | Wonder Skin (/abilitydex/wonderskin.shtml),68,105,70,70,70,92,475
#0780,Drampa (/pokemon/drampa),normal | dragon,Berserk (/abilitydex/berserk.shtml) | Sap Sipper (/abilitydex/sapsipper.shtml) | Cloud Nine (/abilitydex/cloudnine.shtml),78,60,85,135,91,36,485
#0781,Dhelmise (/pokemon/dhelmise),ghost | grass,Steelworker (/abilitydex/steelworker.shtml),70,131,100,86,90,40,517
#0782,Jangmo-o (/pokemon/jangmo-o),dragon,Bulletproof (/abilitydex/bulletproof.shtml) | Soundproof (/abilitydex/soundproof.shtml) | Overcoat (/abilitydex/overcoat.shtml),45,55,65,45,45,45,300
#0783,Hakamo-o (/pokemon/hakamo-o),dragon | fighting,Bulletproof (/abilitydex/bulletproof.shtml) | Soundproof (/abilitydex/soundproof.shtml) | Overcoat (/abilitydex/overcoat.shtml),55,75,90,65,70,65,420
#0784,Kommo-o (/pokemon/kommo-o),dragon | fighting,Bulletproof (/abilitydex/bulletproof.shtml) | Soundproof (/abilitydex/soundproof.shtml) | Overcoat (/abilitydex/overcoat.shtml),75,110,125,100,105,85,600
#0785,Tapu Koko (/pokemon/tapukoko),electric | fairy,Electric Surge (/abilitydex/electricsurge.shtml) | Telepathy (/abilitydex/telepathy.shtml),70,115,85,95,75,130,570
#0786,Tapu Lele (/pokemon/tapulele),psychic | fairy,Psychic Surge (/abilitydex/psychicsurge.shtml) | Telepathy (/abilitydex/telepathy.shtml),70,85,75,130,115,95,570
#0787,Tapu Bulu (/pokemon/tapubulu),grass | fairy,Grassy Surge (/abilitydex/grassysurge.shtml) | Telepathy (/abilitydex/telepathy.shtml),70,130,115,85,95,75,570
#0788,Tapu Fini (/pokemon/tapufini),water | fairy,Misty Surge (/abilitydex/mistysurge.shtml) | Telepathy (/abilitydex/telepathy.shtml),70,75,115,95,130,85,570
#0789,Cosmog (/pokemon/cosmog),psychic,Unaware (/abilitydex/unaware.shtml),43,29,31,29,31,37,200
#0790,Cosmoem (/pokemon/cosmoem),psychic,Sturdy (/abilitydex/sturdy.shtml),43,29,131,29,131,37,400
#0791,Solgaleo (/pokemon/solgaleo),psychic | steel,Full Metal Body (/abilitydex/fullmetalbody.shtml),137,137,107,113,89,97,680
#0792,Lunala (/pokemon/lunala),psychic | ghost,Shadow Shield (/abilitydex/shadowshield.shtml),137,113,89,137,107,97,680
#0793,Nihilego (/pokemon/nihilego),rock | poison,Beast Boost (/abilitydex/beastboost.shtml),109,53,47,127,131,103,570
#0794,Buzzwole (/pokemon/buzzwole),bug | fighting,Beast Boost (/abilitydex/beastboost.shtml),107,139,139,53,53,79,570
#0795,Pheromosa (/pokemon/pheromosa),bug | fighting,Beast Boost (/abilitydex/beastboost.shtml),71,137,37,137,37,151,570
#0796,Xurkitree (/pokemon/xurkitree),electric,Beast Boost (/abilitydex/beastboost.shtml),83,89,71,173,71,83,570
#0797,Celesteela (/pokemon/celesteela),steel | flying,Beast Boost (/abilitydex/beastboost.shtml),97,101,103,107,101,61,570
#0798,Kartana (/pokemon/kartana),grass | steel,Beast Boost (/abilitydex/beastboost.shtml),59,181,131,59,31,109,570
#0799,Guzzlord (/pokemon/guzzlord),dark | dragon,Beast Boost (/abilitydex/beastboost.shtml),223,101,53,97,53,43,570
#0800,Necrozma (/pokemon/necrozma),psychic,Prism Armor (/abilitydex/prismarmor.shtml),97,107,101,127,89,79,600
#0801,Magearna (/pokemon/magearna),steel | fairy,Soul-Heart (/abilitydex/soul-heart.shtml),80,95,115,130,115,65,600
#0802,Marshadow (/pokemon/marshadow),fighting | ghost,Technician (/abilitydex/technician.shtml),90,125,80,90,90,125,600
#0803,Poipole (/pokemon/poipole),poison,Beast Boost (/abilitydex/beastboost.shtml),67,73,67,73,67,73,420
#0804,Naganadel (/pokemon/naganadel),poison | dragon,Beast Boost (/abilitydex/beastboost.shtml),73,73,73,127,73,121,540
#0805,Stakataka (/pokemon/stakataka),rock | steel,Beast Boost (/abilitydex/beastboost.shtml),61,131,211,53,101,13,570
#0806,Blacephalon (/pokemon/blacephalon),fire | ghost,Beast Boost (/abilitydex/beastboost.shtml),53,127,53,151,79,107,570
#0807,Zeraora (/pokemon/zeraora),electric,Volt Absorb (/abilitydex/voltabsorb.shtml),88,112,75,102,80,143,600
#0808,Meltan (/pokemon/meltan),steel,Magnet Pull (/abilitydex/magnetpull.shtml),46,65,65,55,35,34,300
#0809,Melmetal (/pokemon/melmetal),steel,Iron Fist (/abilitydex/ironfist.shtml),135,143,143,80,65,34,600
#0810,Grookey (/pokemon/grookey),grass,Overgrow (/abilitydex/overgrow.shtml) | Grassy Surge (/abilitydex/grassysurge.shtml),50,65,50,40,40,65,310
#0811,Thwackey (/pokemon/thwackey),grass,Overgrow (/abilitydex/overgrow.shtml) | Grassy Surge (/abilitydex/grassysurge.shtml),70,85,70,55,60,80,420
#0812,Rillaboom (/pokemon/rillaboom),grass,Overgrow (/abilitydex/overgrow.shtml) | Grassy Surge (/abilitydex/grassysurge.shtml),100,125,90,60,70,85,530
#0813,Scorbunny (/pokemon/scorbunny),fire,Blaze (/abilitydex/blaze.shtml) | Libero (/abilitydex/libero.shtml),50,71,40,40,40,69,310
#0814,Raboot (/pokemon/raboot),fire,Blaze (/abilitydex/blaze.shtml) | Libero (/abilitydex/libero.shtml),65,86,60,55,60,94,420
#0815,Cinderace (/pokemon/cinderace),fire,Blaze (/abilitydex/blaze.shtml) | Libero (/abilitydex/libero.shtml),80,116,75,65,75,119,530
#0816,Sobble (/pokemon/sobble),water,Torrent (/abilitydex/torrent.shtml) | Sniper (/abilitydex/sniper.shtml),50,40,40,70,40,70,310
#0817,Drizzile (/pokemon/drizzile),water,Torrent (/abilitydex/torrent.shtml) | Sniper (/abilitydex/sniper.shtml),65,60,55,95,55,90,420
#0818,Inteleon (/pokemon/inteleon),water,Torrent (/abilitydex/torrent.shtml) | Sniper (/abilitydex/sniper.shtml),70,85,65,125,65,120,530
#0819,Skwovet (/pokemon/skwovet),normal,Cheek Pouch (/abilitydex/cheekpouch.shtml) | Gluttony (/abilitydex/gluttony.shtml),70,55,55,35,35,25,275
#0820,Greedent (/pokemon/greedent),normal,Cheek Pouch (/abilitydex/cheekpouch.shtml) | Gluttony (/abilitydex/gluttony.shtml),120,95,95,55,75,20,460
#0821,Rookidee (/pokemon/rookidee),flying,Keen Eye (/abilitydex/keeneye.shtml) | Unnerve (/abilitydex/unnerve.shtml) | Big Pecks (/abilitydex/bigpecks.shtml),38,47,35,33,35,57,245
#0822,Corvisquire (/pokemon/corvisquire),flying,Keen Eye (/abilitydex/keeneye.shtml) | Unnerve (/abilitydex/unnerve.shtml) | Big Pecks (/abilitydex/bigpecks.shtml),68,67,55,43,55,77,365
#0823,Corviknight (/pokemon/corviknight),flying | steel,Pressure (/abilitydex/pressure.shtml) | Unnerve (/abilitydex/unnerve.shtml) | Mirror Armor (/abilitydex/mirrorarmor.shtml),98,87,105,53,85,67,495
#0824,Blipbug (/pokemon/blipbug),bug,Swarm (/abilitydex/swarm.shtml) | Compoundeyes (/abilitydex/compoundeyes.shtml) | Telepathy (/abilitydex/telepathy.shtml),25,20,20,25,45,45,180
#0825,Dottler (/pokemon/dottler),bug | psychic,Swarm (/abilitydex/swarm.shtml) | Compoundeyes (/abilitydex/compoundeyes.shtml) | Telepathy (/abilitydex/telepathy.shtml),50,35,80,50,90,30,335
#0826,Orbeetle (/pokemon/orbeetle),bug | psychic,Swarm (/abilitydex/swarm.shtml) | Frisk (/abilitydex/frisk.shtml) | Telepathy (/abilitydex/telepathy.shtml),60,45,110,80,120,90,505
#0827,Nickit (/pokemon/nickit),dark,Run Away (/abilitydex/runaway.shtml) | Unburden (/abilitydex/unburden.shtml) | Stakeout (/abilitydex/stakeout.shtml),40,28,28,47,52,50,245
#0828,Thievul (/pokemon/thievul),dark,Run Away (/abilitydex/runaway.shtml) | Unburden (/abilitydex/unburden.shtml) | Stakeout (/abilitydex/stakeout.shtml),70,58,58,87,92,90,455
#0829,Gossifleur (/pokemon/gossifleur),grass,Cotton Down (/abilitydex/cottondown.shtml) | Regenerator (/abilitydex/regenerator.shtml) | Effect Spore (/abilitydex/effectspore.shtml),40,40,60,40,60,10,250
#0830,Eldegoss (/pokemon/eldegoss),grass,Cotton Down (/abilitydex/cottondown.shtml) | Regenerator (/abilitydex/regenerator.shtml) | Effect Spore (/abilitydex/effectspore.shtml),60,50,90,80,120,60,460
#0831,Wooloo (/pokemon/wooloo),normal,Fluffy (/abilitydex/fluffy.shtml) | Run Away (/abilitydex/runaway.shtml) | Bulletproof (/abilitydex/bulletproof.shtml),42,40,55,40,45,48,270
#0832,Dubwool (/pokemon/dubwool),normal,Fluffy (/abilitydex/fluffy.shtml) | Steadfast (/abilitydex/steadfast.shtml) | Bulletproof (/abilitydex/bulletproof.shtml),72,80,100,60,90,88,490
#0833,Chewtle (/pokemon/chewtle),water,Strong Jaw (/abilitydex/strongjaw.shtml) | Shell Armor (/abilitydex/shellarmor.shtml) | Swift Swim (/abilitydex/swiftswim.shtml),50,64,50,38,38,44,284
#0834,Drednaw (/pokemon/drednaw),water | rock,Strong Jaw (/abilitydex/strongjaw.shtml) | Shell Armor (/abilitydex/shellarmor.shtml) | Swift Swim (/abilitydex/swiftswim.shtml),90,115,90,48,68,74,485
#0835,Yamper (/pokemon/yamper),electric,Ball Fetch (/abilitydex/ballfetch.shtml) | Rattled (/abilitydex/rattled.shtml),59,45,50,40,50,26,270
#0836,Boltund (/pokemon/boltund),electric,Strong Jaw (/abilitydex/strongjaw.shtml) | Competitive (/abilitydex/competitive.shtml),69,90,60,90,60,121,490
#0837,Rolycoly (/pokemon/rolycoly),rock,Steam Engine (/abilitydex/steamengine.shtml) | Heatproof (/abilitydex/heatproof.shtml) | Flash Fire (/abilitydex/flashfire.shtml),30,40,50,40,50,30,240
#0838,Carkol (/pokemon/carkol),rock | fire,Steam Engine (/abilitydex/steamengine.shtml) | Flame Body (/abilitydex/flamebody.shtml) | Flash Fire (/abilitydex/flashfire.shtml),80,60,90,60,70,50,410
#0839,Coalossal (/pokemon/coalossal),rock | fire,Steam Engine (/abilitydex/steamengine.shtml) | Flame Body (/abilitydex/flamebody.shtml) | Flash Fire (/abilitydex/flashfire.shtml),110,80,120,80,90,30,510
#0840,Applin (/pokemon/applin),grass | dragon,Ripen (/abilitydex/ripen.shtml) | Gluttony (/abilitydex/gluttony.shtml) | Bulletproof (/abilitydex/bulletproof.shtml),40,40,80,40,40,20,260
#0841,Flapple (/pokemon/flapple),grass | dragon,Ripen (/abilitydex/ripen.shtml) | Gluttony (/abilitydex/gluttony.shtml) | Hustle (/abilitydex/hustle.shtml),70,110,80,95,60,70,485
#0842,Appletun (/pokemon/appletun),grass | dragon,Ripen (/abilitydex/ripen.shtml) | Gluttony (/abilitydex/gluttony.shtml) | Thick Fat (/abilitydex/thickfat.shtml),110,85,80,100,80,30,485
#0843,Silicobra (/pokemon/silicobra),ground,Sand Spit (/abilitydex/sandspit.shtml) | Shed Skin (/abilitydex/shedskin.shtml) | Sand Veil (/abilitydex/sandveil.shtml),52,57,75,35,50,46,315
#0844,Sandaconda (/pokemon/sandaconda),ground,Sand Spit (/abilitydex/sandspit.shtml) | Shed Skin (/abilitydex/shedskin.shtml) | Sand Veil (/abilitydex/sandveil.shtml),72,107,125,65,70,71,510
#0845,Cramorant (/pokemon/cramorant),flying | water,Gulp Missile (/abilitydex/gulpmissile.shtml),70,85,55,85,95,85,475
#0846,Arrokuda (/pokemon/arrokuda),water,Swift Swim (/abilitydex/swiftswim.shtml) | Propeller Tail (/abilitydex/propellertail.shtml),41,63,40,40,30,66,280
#0847,Barraskewda (/pokemon/barraskewda),water,Swift Swim (/abilitydex/swiftswim.shtml) | Propeller Tail (/abilitydex/propellertail.shtml),61,123,60,60,50,136,490
#0848,Toxel (/pokemon/toxel),electric | poison,Rattled (/abilitydex/rattled.shtml) | Static (/abilitydex/static.shtml) | Klutz (/abilitydex/klutz.shtml),40,38,35,54,35,40,242
#0849,Toxtricity (/pokemon/toxtricity),electric | poison,Punk Rock (/abilitydex/punkrock.shtml) | Plus (/abilitydex/plus.shtml) | Technician (/abilitydex/technician.shtml),75,98,70,114,70,75,502
#0850,Sizzlipede (/pokemon/sizzlipede),fire | bug,Flash Fire (/abilitydex/flashfire.shtml) | White Smoke (/abilitydex/whitesmoke.shtml) | Flame Body (/abilitydex/flamebody.shtml),50,65,45,50,50,45,305
#0851,Centiskorch (/pokemon/centiskorch),fire | bug,Flash Fire (/abilitydex/flashfire.shtml) | White Smoke (/abilitydex/whitesmoke.shtml) | Flame Body (/abilitydex/flamebody.shtml),100,115,65,90,90,65,525
#0852,Clobbopus (/pokemon/clobbopus),fighting,Limber (/abilitydex/limber.shtml) | Technician (/abilitydex/technician.shtml),50,68,60,50,50,32,310
#0853,Grapploct (/pokemon/grapploct),fighting,Limber (/abilitydex/limber.shtml) | Technician (/abilitydex/technician.shtml),80,118,90,70,80,42,480
#0854,Sinistea (/pokemon/sinistea),ghost,Weak Armor (/abilitydex/weakarmor.shtml) | Cursed Body (/abilitydex/cursedbody.shtml),40,45,45,74,54,50,308
#0855,Polteageist (/pokemon/polteageist),ghost,Weak Armor (/abilitydex/weakarmor.shtml) | Cursed Body (/abilitydex/cursedbody.shtml),60,65,65,134,114,70,508
#0856,Hatenna (/pokemon/hatenna),psychic,Healer (/abilitydex/healer.shtml) | Anticipation (/abilitydex/anticipation.shtml) | Magic Bounce (/abilitydex/magicbounce.shtml),42,30,45,56,53,39,265
#0857,Hattrem (/pokemon/hattrem),psychic,Healer (/abilitydex/healer.shtml) | Anticipation (/abilitydex/anticipation.shtml) | Magic Bounce (/abilitydex/magicbounce.shtml),57,40,65,86,73,49,370
#0858,Hatterene (/pokemon/hatterene),psychic | fairy,Healer (/abilitydex/healer.shtml) | Anticipation (/abilitydex/anticipation.shtml) | Magic Bounce (/abilitydex/magicbounce.shtml),57,90,95,136,103,29,510
#0859,Impidimp (/pokemon/impidimp),dark | fairy,Prankster (/abilitydex/prankster.shtml) | Frisk (/abilitydex/frisk.shtml) | Pickpocket (/abilitydex/pickpocket.shtml),45,45,30,55,40,50,265
#0860,Morgrem (/pokemon/morgrem),dark | fairy,Prankster (/abilitydex/prankster.shtml) | Frisk (/abilitydex/frisk.shtml) | Pickpocket (/abilitydex/pickpocket.shtml),65,60,45,75,55,70,370
#0861,Grimmsnarl (/pokemon/grimmsnarl),dark | fairy,Prankster (/abilitydex/prankster.shtml) | Frisk (/abilitydex/frisk.shtml) | Pickpocket (/abilitydex/pickpocket.shtml),95,120,65,95,75,60,510
#0862,Obstagoon (/pokemon/obstagoon),dark | normal,Reckless (/abilitydex/reckless.shtml) | Guts (/abilitydex/guts.shtml) | Defiant (/abilitydex/defiant.shtml),93,90,101,60,81,95,520
#0863,Perrserker (/pokemon/perrserker),steel,Battle Armor (/abilitydex/battlearmor.shtml) | Tough Claws (/abilitydex/toughclaws.shtml) | Steely Spirit (/abilitydex/steelyspirit.shtml),70,110,100,50,60,50,440
#0864,Cursola (/pokemon/cursola),ghost,Weak Armor (/abilitydex/weakarmor.shtml) | Perish Body (/abilitydex/perishbody.shtml),60,95,50,145,130,30,510
#0865,Sirfetch'd (/pokemon/sirfetch'd),fighting,Steadfast (/abilitydex/steadfast.shtml) | Scrappy (/abilitydex/scrappy.shtml),62,135,95,68,82,65,507
#0866,Mr. Rime (/pokemon/mr.rime),ice | psychic,Tangled Feet (/abilitydex/tangledfeet.shtml) | Screen Cleaner (/abilitydex/screencleaner.shtml) | Ice Body (/abilitydex/icebody.shtml),80,85,75,110,100,70,520
#0867,Runerigus (/pokemon/runerigus),ground | ghost,Wandering Spirit (/abilitydex/wanderingspirit.shtml),58,95,145,50,105,30,483
#0868,Milcery (/pokemon/milcery),fairy,Sweet Veil (/abilitydex/sweetveil.shtml) | Aroma Veil (/abilitydex/aromaveil.shtml),45,40,40,50,61,34,270
#0869,Alcremie (/pokemon/alcremie),fairy,Sweet Veil (/abilitydex/sweetveil.shtml) | Aroma Veil (/abilitydex/aromaveil.shtml),65,60,75,110,121,64,495
#0870,Falinks (/pokemon/falinks),fighting,Battle Armor (/abilitydex/battlearmor.shtml) | Defiant (/abilitydex/defiant.shtml),65,100,100,70,60,75,470
#0871,Pincurchin (/pokemon/pincurchin),electric,Lightning Rod (/abilitydex/lightningrod.shtml) | Electric Surge (/abilitydex/electricsurge.shtml),48,101,95,91,85,15,435
#0872,Snom (/pokemon/snom),ice | bug,Shield Dust (/abilitydex/shielddust.shtml) | Ice Scales (/abilitydex/icescales.shtml),30,25,35,45,30,20,185
#0873,Frosmoth (/pokemon/frosmoth),ice | bug,Shield Dust (/abilitydex/shielddust.shtml) | Ice Scales (/abilitydex/icescales.shtml),70,65,60,125,90,65,475
#0874,Stonjourner (/pokemon/stonjourner),rock,Power Spot (/abilitydex/powerspot.shtml),100,125,135,20,20,70,470
#0875,Eiscue (/pokemon/eiscue),ice,Ice Face (/abilitydex/iceface.shtml),75,80,110,65,90,50,470
#0876,Indeedee (/pokemon/indeedee),psychic | normal,Inner Focus (/abilitydex/innerfocus.shtml) | Synchronize (/abilitydex/synchronize.shtml) | Psychic Surge (/abilitydex/psychicsurge.shtml),60,65,55,105,95,95,475
#0877,Morpeko (/pokemon/morpeko),electric | dark,Hunger Switch (/abilitydex/hungerswitch.shtml),58,95,58,70,58,97,436
#0878,Cufant (/pokemon/cufant),steel,Sheer Force (/abilitydex/sheerforce.shtml) | Heavy Metal (/abilitydex/heavymetal.shtml),72,80,49,40,49,40,330
#0879,Copperajah (/pokemon/copperajah),steel,Sheer Force (/abilitydex/sheerforce.shtml) | Heavy Metal (/abilitydex/heavymetal.shtml),122,130,69,80,69,30,500
#0880,Dracozolt (/pokemon/dracozolt),electric | dragon,Volt Absorb (/abilitydex/voltabsorb.shtml) | Hustle (/abilitydex/hustle.shtml) | Sand Rush (/abilitydex/sandrush.shtml),90,100,90,80,70,75,505
#0881,Arctozolt (/pokemon/arctozolt),electric | ice,Volt Absorb (/abilitydex/voltabsorb.shtml) | Static (/abilitydex/static.shtml) | Slush Rush (/abilitydex/slushrush.shtml),90,100,90,90,80,55,505
#0882,Dracovish (/pokemon/dracovish),water | dragon,Water Absorb (/abilitydex/waterabsorb.shtml) | Strong Jaw (/abilitydex/strongjaw.shtml) | Sand Rush (/abilitydex/sandrush.shtml),90,90,100,70,80,75,505
#0883,Arctovish (/pokemon/arctovish),water | ice,Water Absorb (/abilitydex/waterabsorb.shtml) | Ice Body (/abilitydex/icebody.shtml) | Slush Rush (/abilitydex/slushrush.shtml),90,90,100,80,90,55,505
#0884,Duraludon (/pokemon/duraludon),steel | dragon,Light Metal (/abilitydex/lightmetal.shtml) | Heavy Metal (/abilitydex/heavymetal.shtml) | Stalwart (/abilitydex/stalwart.shtml),70,95,115,120,50,85,535
#0885,Dreepy (/pokemon/dreepy),dragon | ghost,Clear Body (/abilitydex/clearbody.shtml) | Infiltrator (/abilitydex/infiltrator.shtml) | Cursed Body (/abilitydex/cursedbody.shtml),28,60,30,40,30,82,270
#0886,Drakloak (/pokemon/drakloak),dragon | ghost,Clear Body (/abilitydex/clearbody.shtml) | Infiltrator (/abilitydex/infiltrator.shtml) | Cursed Body (/abilitydex/cursedbody.shtml),68,80,50,60,50,102,410
#0887,Dragapult (/pokemon/dragapult),dragon | ghost,Clear Body (/abilitydex/clearbody.shtml) | Infiltrator (/abilitydex/infiltrator.shtml) | Cursed Body (/abilitydex/cursedbody.shtml),88,120,75,100,75,142,600
#0888,Zacian (/pokemon/zacian),fairy,Intrepid Sword (/abilitydex/intrepidsword.shtml),92,120,115,80,115,138,660
#0889,Zamazenta (/pokemon/zamazenta),fighting,Dauntless Shield (/abilitydex/dauntlessshield.shtml),92,120,115,80,115,138,660
#0890,Eternatus (/pokemon/eternatus),poison | dragon,Pressure (/abilitydex/pressure.shtml),140,85,95,145,95,130,690
